Name	InChIKey	ChEBI ID	HMDB ID	KEGG ID	PubChem Compound ID	LMSD I
3(R)-hydroxy-(4R,8R,12R)-trimethyl-tridecanoyl-CoA	QPPLWJJYCYBSDD-KLQBQZKPSA-N					
(2S,6R,10R)-trimethyl-2E-hendecenoyl-CoA	IBMCVYHEOHFMLP-DEGWVGLMSA-N		HMDB12470		53481417	
3-oxo-(2S,6R,10R)-trimethyl-hendecanoyl-CoA	PNNFJGGYIRMCJJ-UUKPERDJSA-N					
3(R)-hydroxy-(2S,6R,10)-trimethyl-hendecanoyl-CoA	ZCRMZTYAHRWKNW-PAHIUCHQSA-N					
10,11-dihydro-12-oxo-LTB4	AHHXLFNPCWCNQF-IBGZPJMESA-N		HMDB12498		53481445	
10,11-dihydro-20-dihydroxy-LTB4	BZDHSIPNZCHPKA-ROUUACIJSA-N		HMDB12502		53481447	
10,11-dihydro-20-trihydroxy-leukotriene B4	LSVHZFZMMXHHBS-ROUUACIJSA-N		HMDB12503		53481448	
20-COOH-10,11-dihydro-LTB4	BCZGHMCTSJAJRR-ROUUACIJSA-N		HMDB12633		53481507	
trans,trans,cis-geranyl-geranyl-PP	OINNEUNVOZHBOX-UHFFFAOYSA-N				735	
3-oxo-5(S),12(R)-dihydroxy-eicosa-8-trans-6,14-cis-trienoyl-CoA	KRKBEAQJNHSWAF-MDVJITSGSA-N					
3(S),10(R)-OH-octadeca-6-trans-4,12-cis-trienoyl-CoA	NWGGHDWYXJUVMO-LAPMMJOOSA-N					
3(S),10(R)-OH-octadeca-6-trans-4,12-cis-trienoate	YACBGVCITKQKQT-IRXDYDNUSA-N					
10,11-dihydro-LTB4-CoA	ZYYSFSZTRFQEDO-VDUURSKLSA-N					
5(S),12(R)-dihydroxy-eicosa-2,8-trans-6,14-cis-tetraenoyl-CoA	AYYISPCMVSHNTF-VDUURSKLSA-N					
3(S),5(S),12(R)-trihydroxy-eicosa-8-trans-6,14-cis-trienoyl-CoA	QRICRRFWADTSRS-XGBGSCKBSA-N					
12-oxo-10,11-dihydro-20-COOH-LTB4	RYMSXFPLTLWXCK-SFHVURJKSA-N		HMDB12549		53481456	
melatonin radical	SQNQBXWYHXYLQX-UHFFFAOYSA-N					
5-nitro-gama-tocopherol	CVEXLLWUKIIJNZ-JZWCYJMLSA-N					
20-oxo-leukotriene E4	DXFWBOQUFGDWDP-QHAWAJNXSA-N		HMDB12642		53481512	
20-COOH-leukotriene E4	HVLRBLGTGJGVCX-HSALFYBXSA-N		HMDB12634		53481508	
nitrosoperoxycarbonate	KSZMOTXUZYNGAZ-UHFFFAOYSA-N	62750			53356678	
24,25,26,27-tetranor-23-oxo-hydroxyvitamin D3	AOVGFTJYESGAEA-ZRXYEVJZSA-N					
androsterone sulfate	ZMITXKRGXGRMKS-FSCWCSSBSA-N	16814	HMDB02759	C04555	159663	LMST05020001
20-CoA-20-oxo-leukotriene B4	WLWKYZHFLKRKEU-FYVXQQKCSA-N		HMDB12632		53481505	
18,20-dioxo-20-CoA-leukotriene B4	MWWKFDDOIUOYAX-QUJOFSLISA-N		HMDB12606		53481487	
18-CoA-18-oxo-dinorleukotriene B4	CQLBXHGTJMWNLT-KMEXLKLPSA-N		HMDB12608		53481490	
omega-carboxy-trinor-leukotriene B4	XWRIIHRGMKHPHN-CVEARBPZSA-N		HMDB13032		53481589	
18E-20-oxo-20-CoA-LTB4	PBPMTFAECBJRFW-FYVXQQKCSA-N		HMDB12609			
20-CoA-20-oxo-18R-hydroxyleucotriene B4	JFQGNCZAHDITHX-QGPPUIMZSA-N		HMDB12631			
CoA-omega-COOH-dinor-LTE4	QFIFJHIRXMCJMO-DRSWUCOHSA-N		HMDB12914			
CoA-20-COOH-18-oxo-LTE4	HSPIWFCPBFIZFA-LNQARMEMSA-N		HMDB12912		53481542	
CoA-20-COOH-LTE4	KONKGRIDBYMNKG-LNQARMEMSA-N		HMDB12913			
18E-20-oxo-20-CoA-LTE4	KBFUWUDFICVJDA-LNQARMEMSA-N		HMDB12610		53481494	
18(R)-hydroxy-20-oxo-20-CoA-LTE4	LTGUFAUPEHDXRQ-MMYROIOBSA-N		HMDB12605			
18-carboxy-dinor-LTE4	OXCSBZDIZXLXRX-FGTMMUONSA-N		HMDB12607		53481489	
16,18-oxo-18-CoA-dinor-LTE4	IPTNGKBINTWILB-DRSWUCOHSA-N		HMDB12594		53481480	
CoA-18-COOH-16E-dinor-LTE5						
5-methoxytryptophol	QLWKTGDEPLRFAT-UHFFFAOYSA-N	114833	HMDB01896		12835	
gama-tocopheryl quinone	XEXGHDCZBILZDD-VPYPWEPUSA-N					
16E-18-oxo-18-CoA-dinor-LTE4	UNMYUSONOSUPAJ-DRSWUCOHSA-N		HMDB12597		53481482	
16(S)-hydroxy-18-oxo-18-CoA-LTE4	APLMMNVXTIRDHJ-SUEVFXDKSA-N		HMDB12593		53481478	
CoA-18-COOH-15E-dinor-LTE4	ANLFIWCXIHNIAL-DRSWUCOHSA-N		HMDB12911			
13E-tetranor-16-oxo-16-CoA-LTE4	FSCROZZUFXOEMF-CSCXTCTMSA-N		HMDB12576		53481473	
13E-tetranor-16-carboxy-LTE4	MAFGRSDWXFSHMK-OWCLPIDISA-N		HMDB12575		53481472	
15-hydroperoxyeicosa-8Z,11Z,13E-trienoate	IUXBNSNRPLXHER-UHFFFAOYSA-N				53936694	
prostaglandin G1	QXCRWNZYEVOQMB-BRIYLRKRSA-N		HMDB13039		53481591	
prostaglandin H1	NTAYABHEVAQSJS-BRIYLRKRSA-N		HMDB13041		5283048	LMFA03010044
S-(PGA2)-glutathione	XUKIKVBUXFVHNV-QFITZZSJSA-N		HMDB13062		53481602	
9-deoxy-delta12-PGD2	JTEYGOLPGOYFJI-IRXDYDNUSA-N					
S-(9-deoxy-delta12-PGD2)-glutathione	FRARAXHWXSZZOK-DDZJKUNASA-N		HMDB13057		53481597	
S-(PGJ2)-glutathione	RJCPXHXLCWWGHO-XHUOWLSASA-N		HMDB13063		53481603	
S-(9-deoxy-delta9,12-PGD2)-glutathione	RPHLHZIDWIFTII-IYQAARNPSA-N		HMDB13058		53481598	
S-(11-hydroxy-9-deoxy-delta12-PGD2)-glutathione	BVYNXGKKWADCHD-GWUXQWEDSA-N		HMDB13055		53481595	
S-(11-OH-9-deoxy-delta9,12-PGD2)-glutathione	QZWLKAYYUQXKSI-JDXGXIRNSA-N		HMDB13056		53481596	
5,12,20-TriHETE	PTJFJXLGRSTECQ-UHFFFAOYSA-N	15646	HMDB01509	C04853	1589	LMFA03020018
20-OH-hepoxilin A3	LZVJZZFRMLGREZ-YTYFACEESA-N					
hepoxilin A3-C	BACGAILRNUYADW-ZLFMQQKDSA-N					
12,20-DiHETE	NUPDGIJXOAHJRW-UHFFFAOYSA-N				1412	
urate radical						
N,N-dimethyldopaminequinone	CAXSHNNFXNMBRA-UHFFFAOYSA-N					
N,N-dimethylindoliumolate	AVORYUIJMLOMPW-UHFFFAOYSA-N					
11-HpODE	PLWDMWAXENHPLY-UHFFFAOYSA-N	15657		C07338	5230520	LMFA02000115
8-peroxy-docosahexaenoate	RMRITJMIQZRTEB-UHFFFAOYSA-N					
11-peroxy-docosahexaenoate	JBHQZAVPSGGNON-UHFFFAOYSA-N					
7-peroxy-docosahexaenoate	QZLGNKMKTZFDKK-UHFFFAOYSA-N					
14-peroxy-docosahexaenoate	YTOPPRIQAMRWEL-UHFFFAOYSA-N					
10-peroxy-docosahexaenoate	GVPPSBYGBSKPCY-UHFFFAOYSA-N					
17-peroxy-docosahexaenoate	CEPAVCGGUUYBFA-UHFFFAOYSA-N					
16-peroxy-docosahexaenoate	XZKBLTQESRGHHL-UHFFFAOYSA-N					
4-hydroperoxy-H4-neuroprostane	HFFDJQRQJYSADX-IUSNASPOSA-N					
7-hydroperoxy-H4-neuroprostane	OBPXZABJSFSQDQ-IUSNASPOSA-N					
11-hydroperoxy-H4-neuroprostane	KTZHAQYYTVLGSR-VAOVLXHWSA-N					
10-hydroperoxy-H4-neuroprostane	QMVMCSYNPSQOII-IUSNASPOSA-N					
14-hydroperoxy-H4-neuroprostane	RVZZVMGFWWGKMA-VAOVLXHWSA-N					
13-hydroperoxy-H4-neuroprostane	MEVBPAJZOYZPMH-IUSNASPOSA-N					
17-hydroperoxy-H4-neuroprostane	XSYYKXJCJWVDMD-VAOVLXHWSA-N					
20-hydroperoxy-H4-neuroprostane	YPAIJQRSSHCPIA-VAOVLXHWSA-N					
4-hydroxy-E4-neuroprostane	RIVCEGQLJFEWTQ-UHFFFAOYSA-N					
4-hydroxy-D4-neuroprostane	IDXBOXWUWDDSSX-UHFFFAOYSA-N		HMDB12777		53481519	
7-hydroxy-E4-neuroprostane	KSUMVDZATHWLCP-UHFFFAOYSA-N					
7-hydroxy-D4-neuroprostane	MBWYKQQOOVDDJT-UHFFFAOYSA-N		HMDB12855		53481533	
11-hydroxy-E4-neuroprostane	SNNNEKANAIMPFW-UHFFFAOYSA-N					
11-hydroxy-D4-neuroprostane	LFXPXGFITAKPQF-UHFFFAOYSA-N					
10-hydroxy-E4-neuroprostane	IFQRUHXGXJVRNV-UHFFFAOYSA-N					
10-hydroxy-D4-neuroprostane	HKRPDTDZWZZKNW-UHFFFAOYSA-N					
14-hydroxy-E4-neuroprostane	BCQOUZGZSCCQCM-UHFFFAOYSA-N		HMDB12580		53481475	
14-hydroxy-D4-neuroprostane	QDNLJXBCTCRCRZ-UHFFFAOYSA-N					
13-hydroxy-E4-neuroprostane	AYIWIGDPZXRNNR-UHFFFAOYSA-N					
13-hydroxy-D4-neuroprostane	BAWOSSADQOARSN-UHFFFAOYSA-N					
17-hydroxy-E4-neuroprostane	ULILMUUUHYDFOW-UHFFFAOYSA-N		HMDB12601		53481484	
17-hydroxy-D4-neuroprostane	WGWLXYZABPWUEU-UHFFFAOYSA-N					
20-hydroxy-E4-neuroprostane	BIHPRUQXOKWQGU-UHFFFAOYSA-N		HMDB12638		53481510	
20-hydroxy-D4-neuroprostane	FUDAOIJHCQWTIE-UHFFFAOYSA-N					
9,10-12,13-diepoxy-octadecanoate	LAIUZQCFIABNDP-UHFFFAOYSA-N			C14836	18172	
1-hydroperoxy-8-carboxyoctyl 3,4-epoxynon-(2E)-enyl ether	KWAXNBDAHMFNRU-UHFFFAOYSA-N					
3,4-epoxynonanal	HEXGZHJMMROIQO-UHFFFAOYSA-N					
5-hydroperoxy-EPA	NKXYOIJDQPQELO-UHFFFAOYSA-N				53394277	
gama-tocopheroxyl radical	LBDXFUVWQHFODO-OHCBOFHFSA-N					
13'-carboxy-gama-tocotrienol	UJMZKOBSLDXUHY-UHFFFAOYSA-N		HMDB12558		53481464	
13'-hydroxy-gama-tocotrienol	BUWYMGRHXZROTQ-UHFFFAOYSA-N		HMDB12562		53481468	
leukotriene A5						
15(S)-hydroperoxy-EPE	QIBYKFAQHMSKOK-IBGZPJMESA-N					
15(R)-HEPE	WLKCSMCLEKGITB-LJQANCHMSA-N		HMDB10209		53480357	
15(S)-HEPE	WLKCSMCLEKGITB-LJQANCHMSA-N		HMDB10209		5283192	LMFA03070009
leukotriene B5	BISQPGCQOHLHQK-OALUTQOASA-N		HMDB05073		5283125	LMFA03020010
5,12-dihydroxy-6E-LTB5	BISQPGCQOHLHQK-OALUTQOASA-N					
5-HEPE	FTAGQROYQYQRHF-UHFFFAOYSA-N		HMDB05081		1766	LMFA03070027
leukotriene C5	OSBTVMNXIHRFGN-WSOYEBOPSA-N		HMDB12993		53481570	
leukotriene D5	RWLDHKGRPLNPBN-BDTNDASRSA-N		HMDB12994		53481571	
PGH3	PVTQTOGPOPGQGE-SPOLIRPYSA-N	15554	HMDB13040	C00427	53481592	LMFA03010010
18R-HEPE	LRWYBGFSVUBWMO-IBGZPJMESA-N		HMDB12611	C18177	16061126	LMFA03070025
15(R)-hydroperoxy-EPE	FPMFSFWYWZLDKP-LJQANCHMSA-N					
5,15-DiHETE	UXGXCGPWGSUMNI-OALUTQOASA-N		HMDB10216		5283158	LMFA03060010
5-oxo-12(S)-hydroxy-eicosa-6E,8Z,10E,14Z-tetraenoate	MLZJFLKEKVDNAZ-SFHVURJKSA-N					
8alpha-hydroxy-gama-tocopherone	CSHBKBJSGSRKLB-SUZCJKPRSA-N					
5(S),6(S)-epoxy-15(R)-HEPE	YEBHLCFHJVBPBN-OTWHNJEPSA-N					
5,6-epoxy,18R-HEPE	ZPAJZAMPZXISSE-OTWHNJEPSA-N					
5-oxo-EPE	KVLNCELNGBMHDX-UHFFFAOYSA-N					
15-epi-lipoxin A5						
15-epi-lipoxin B5	VLLDKSJDBRLUOY-IPMKNSEASA-N		HMDB12588		53481476	
5,12,18R-TriHEPE	AOPOCGPBAIARAV-QRVBRYPASA-N					
20-hydroxy-leukotriene B5						
alpha-tocotrienoxyl radical	LALWPXWRMGORIU-UHFFFAOYSA-N					
13'-hydroxy-alpha-tocotrienol	OQCXIVSCFNNFEE-UHFFFAOYSA-N		HMDB12560		53481466	
13'-carboxy-alpha-tocotrienol	CBMCFKYSTHHHCC-UHFFFAOYSA-N		HMDB12556		53481462	
14,15-DiHETE	RFCYXKNVYQOCTM-UHFFFAOYSA-N		HMDB10204		188277	LMFA03060077
S-[2-carboxy-1-(1H-imidazol-4-yl)ethyl]-3-thiolactate	SRMWPLGMMNSTOE-UHFFFAOYSA-N				192636	
S-[2-carboxy-1-(1H-imidazol-4-yl)ethyl]glutathione	GAVRWBMQPWMOGY-TZIJJQLOSA-N					
Benzo[a]pyrene-2,3-diol						
Benzo[a]pyrene-4,5-diol						
Benzo[a]pyrene-9,10-diol						
Benzo[a]pyrene-2,3-oxide						
Dibenzo[a,l]pyrene	JNTHRSHGARDABO-UHFFFAOYSA-N	35861		C19174	9119	
Dibenzo[a,l]pyrene-11,12-epoxide						
Dibenzo[a,l]pyrene-11,12-diol						
Dibenzo[a,l]pyrene-11,12-diol-13,14-epoxide						
7,12-Dimethylbenz[a]anthracene						
7,12-Dimethylbenz[a]anthracene-3,4-oxide						
7,12-Dimethylbenz[a]anthracene-3,4-diol						
7,12-Dimethylbenz[a]anthracene-3,4-diol-1,2-epoxide						
Albumin						
Antichymotrypsin						
Antitrypsin						
ApoA1						
ApoB100						
ApoC1						
ApoC2						
ApoC3						
ApoE						
Isomaltose	AYRXSINWFIIFAE-YJOKQAJESA-N	28189	HMDB02923	C00252	5460022	
hydrosulfide	RWSOTUBLDIXVET-UHFFFAOYSA-N	16136	HMDB03276	C00283	402	
Malonate	OFOBLEOULBTSOW-UHFFFAOYSA-N	30794	HMDB00691	C00383	867	LMFA01170041
cis-aconitate(3-)	GTZCVFVGUGFEME-UHFFFAOYSA-N	16383			309	
sedoheptulose 1,7-bisphosphate(4-)	OKHXOUGRECCASI-SHUUEZRQSA-N	17969		C00447	164735	
2,5-dihydroxybenzoate	WXTMDXOMEHJXQO-UHFFFAOYSA-N	17189	HMDB00152	C00628	3469	
Homocarnosine						
2-oxoglutaramate	COJBGNAUUSNXHX-UHFFFAOYSA-N	30882	HMDB01552	C00940	48	
Ferricytochrome b5		18097				
Ferrocytochrome b5				C00999		
D-tagatofuranose 6-phosphate(2-)	BGWGXPAPYGQALX-OEXCPVAWSA-N	4251	HMDB06873	C01097	439396	
S-Acetyldihydrolipoamide	ARGXEXVCHMNAQU-UHFFFAOYSA-N	16807	HMDB01526	C01136	1076	
S-Succinyldihydrolipoamide	KWKBJWYJJBQOAE-UHFFFAOYSA-N	17432	HMDB01177	C01169	11953795	
N-methylethanolaminium phosphate(1-)	HZDCAHRLLXEQFY-UHFFFAOYSA-N	16463		C01210	439436	
Chitobiose	CDOJPCSDOXYJJF-CBTAGEKQSA-N	28681		C01674	439544	
L-Fuculose	QZNPNKJXABGCRC-LFRDXLMFSA-N	17617		C01721	6857362	
Methylmalonate	ZIYVHBGGAOATLY-UHFFFAOYSA-N	30860	HMDB00202	C02170	487	LMFA01170118
L-3-Cyanoalanine	BXRLWGXPSRYJDZ-VKHMYHEASA-N	16934		C02512	439742	
L-Octanoylcarnitine	CXTATJFJDMJMIY-ZDUSSCGKSA-N	18102	HMDB00791	C02838	439824	LMFA07070002
4-nitrophenyl phosphate(2-)	XZKIHKMTEMTJQX-UHFFFAOYSA-N	17440		C03360	378	
Galactose-1P	HXXFSFRBOHSIMQ-SVZMEOIVSA-N	17973	HMDB00645	C00446	439995	
NeuNGc	FDJKUWYYUZCUJX-PGIATKPXSA-N	29025		C03410	440001	
presqualene diphosphate(3-)	ATZKAUGGNMSCCY-DTXPUJKBSA-N	57310				
Apo-ACP		16139				
(2R,4S,5R,6R)-2-[({[(2R,3S,4R,5R)-5-(4-amino-2-oxo-1,2-dihydropyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy}phosphinato)oxy]-4-hydroxy-5-(2-hydroxyacetamido)-6-[(1R,2R)-1,2,3-trihydroxypropyl]oxane-2-carboxylate	HOEWKBQADMRCLO-UIUGZIMDSA-N	18098		C03691	656501	
D-tagatofuranose 1,6-bisphosphate(4-)	RNBGYGVWRKECFJ-OEXCPVAWSA-N	4250	HMDB06872	C03785	440117	
3-hydroxy-2-methylpropanoyl-CoA(4-)	WWEOGFZEFHPUAM-MIZDRFBCSA-N	15481			45259165	
N-[(R)-pantothenoyl]-L-cysteinate	QSYCTARXWYLMOF-CBAPKCEASA-N	18416	HMDB06834	C04079	440217	
6-Lactoyl-5,6,7,8-tetrahydropterin	HKCYZTKHPLJZDR-UHFFFAOYSA-N	17248	HMDB02065	C04244	169508	
But-2-enoyl-ACP				C04246		
(R)-3-Hydroxybutanoyl-ACP				C04618		
(R)-3-Hydroxydecanoyl-ACP				C04619		
(R)-3-Hydroxyoctanoyl-ACP				C04620		
(R)-3-Hydroxypalmitoyl-ACP				C04633		
10fthf5glu[c]						
Dihydroneopterin	YQIFAMYNGGOTFB-XINAWCOVSA-N	17001	HMDB02275	C04874	65074	
S-(2-Methylbutanoyl)-dihydrolipoamide	UFNCWFSSEGPJNL-UHFFFAOYSA-N	28692	HMDB06869	C05118	440565	
S-(3-Methylbutanoyl)-dihydrolipoamide	KMUSXGCRMMQDBP-UHFFFAOYSA-N	27462	HMDB06867	C05119	440566	
(S)-3-Hydroxyhexadecanoyl-CoA	DEHLMTDDPWDRDR-BCIKBWLNSA-N	27402	HMDB03932	C05258	11966179	
(S)-3-Hydroxytetradecanoyl-CoA	OXBHKMHNDGRDCZ-STLSENOWSA-N	27466	HMDB03934	C05260	11966177	
(S)-3-Hydroxydodecanoyl-CoA	IJFLXRCJWPKGKJ-LXIXEQKWSA-N	27668	HMDB03936	C05262	11966173	LMFA07050012
(S)-Hydroxydecanoyl-CoA	HIVSMYZAMUNFKZ-PNPVFPMQSA-N	28325	HMDB03938	C05264	16061159	LMFA07050014
(S)-Hydroxyoctanoyl-CoA	ATVGTMKWKDUCMS-OTOYJEMWSA-N	28632	HMDB03940	C05266	11966216	LMFA07050015
3-Oxooctanoyl-CoA	WPIVBCGRGVNDDT-CECATXLMSA-N	28264	HMDB03941	C05267	11966162	
(S)-Hydroxyhexanoyl-CoA	VAAHKRMGOFIORX-IKTBLOROSA-N	28276	HMDB03942	C05268	11966160	
3-Oxohexanoyl-CoA	NFOYYXQAVVYWKV-HDRQGHTBSA-N	27648	HMDB03943	C05269	3082152	LMFA07050018
Hexanoyl-CoA	OEXFMSFODMQEPE-HDRQGHTBSA-N	27540	HMDB02845	C05270	449118	
(2E)-Hexenoyl-CoA	OINXHIBNZUUIMR-HDRQGHTBSA-N	28706	HMDB03944	C05271	11966204	LMFA07050019
trans-tetradec-2-enoyl-CoA(4-)	MBCVYCOKMMMWLX-QSGBVPJFSA-N	61405				
trans-dec-2-enoyl-CoA(4-)	MGNBGCRQQFMNBM-HSJNEKGZSA-N	61406				
(2E)-Octenoyl-CoA	CPSDNAXXKWVYIY-CECATXLMSA-N	62242	HMDB03949	C05276	46173358	LMFA07050024
oxalatosuccinate(3-)	UFSCUAXLTRFIDC-UHFFFAOYSA-N	7815	HMDB03974	C05379	972	
3-Carboxy-1-hydroxypropyl-ThPP	ZWUKRGPVMMTMAF-UHFFFAOYSA-O	1463	HMDB06744	C05381	440649	
3-Keto-beta-D-galactose	APIQNBNBIICCON-FKMSRSAHSA-N	27453	HMDB01385	C05394	440653	
Lactose-6P						
Galactosylglycerol	NHJUPBDCSOGIKX-NTXXKDEISA-N	15754	HMDB06790	C05401	16048618	
3-Ketolactose						
3alpha,7alpha,12alpha,24-Tetrahydroxy-5beta-cholestanoyl-CoA	PXHZOQNODUPJKC-YZBUYOTGSA-N	27458	HMDB06890	C05450	46224537	
2-Amino-3-oxoadipate	HXWZRYKURKEOSO-UHFFFAOYSA-N	28095		C05520	440714	LMFA01100036
hydroxidodioxidosulfidosulfate(1-)	DHCDFWKWKRSZHF-UHFFFAOYSA-N	5587		C05529	24478	
Gentisate aldehyde	CLFRCXCBWIQVRN-UHFFFAOYSA-N	28508	HMDB04062	C05585	70949	
gamma-Glutamyl-beta-cyanoalanine						
Acetoacetyl-ACP				C05744		
Butyryl-ACP				C05745		
3-Oxohexanoyl-ACP				C05746		
D-3-Hydroxyhexanoyl-ACP				C05747		
(2E)-Hexenoyl-ACP				C05748		
Hexanoyl-ACP				C05749		
3-Oxooctanoyl-ACP				C05750		
(2E)-Octenoyl-ACP				C05751		
Octanoyl-ACP		7725				
3-Oxodecanoyl-ACP				C05753		
(2E)-Decenoyl-ACP				C05754		
Decanoyl-ACP		4349				
3-Oxododecanoyl-ACP				C05756		
D-3-Hydroxydodecanoyl-ACP				C05757		
(2E)-Dodecenoyl-ACP				C05758		
3-Oxotetradecanoyl-ACP				C05759		
(2E)-Tetradecenoyl-ACP				C05760		
3-Oxohexadecanoyl-ACP				C05762		
(2E)-Hexadecenoyl-ACP				C05763		
UroporphyrinogenI	QTTNOSKSLATGQB-UHFFFAOYSA-N	28766	HMDB02211	C05766	440775	
CoproporphyrinogenI	WIUGGJKHYQIGNH-UHFFFAOYSA-N	28607	HMDB02158	C05768	440776	
Formamidopyrimidine nucleoside triphosphate						
2,5-Diaminopyrimidine nucleoside triphosphate	CRXOALRUOMUPMC-UMMCILCDSA-N	929	HMDB06821	C05923	440841	
Propinol adenylate						
Acetyl adenylate	UBPVOHPZRZIJHM-WOUKDFQISA-N	37666	HMDB06880	C05993	440867	
gamma-Glutamyl-3-aminopropiononitrile						
2,5-Diamino-6-(5-triphosphoryl-3,4-trihydroxy-2-oxopentyl)- amino-4-oxopyrimidine						
S-Glutaryldihydrolipoamide	PWTIHZUSTBSVGF-UHFFFAOYSA-N	28391	HMDB06832	C06157	11953879	
Lepidimoide						
Activated_methyl_group				C10905		
Phosphodimethylethanolamine	BLHVJAAEHMLMOI-UHFFFAOYSA-N	31997		C13482	151438	
Fibrinogen				C00393		
Haptoglobin						
Plasminogen						
Prothrombin						
ApoTransferin				C05780		
Stearoyl-ACP				C04088		
Cholesterol-ester-palm	BBJQPKLGPMQWBU-JADYGXMDSA-N	3663	HMDB00885	C11251	246520	LMST01020005
Cholesterol-ester-palmn						
Cholesterol-ester-stea						
Cholesterol-ester-ol	RJECHNNFRHZQKU-XNTGVSEISA-N	46898			644119	
Cholesterol-ester-lin	NAACPBBQTFFYQB-XNTGVSEISA-N	41509			92819	
Cholesterol-ester-ala						
Cholesterol-ester-gla						
Cholesterol-ester-arach						
1-Acylglycerol-3P-palm						
1-Acylglycerol-3P-palmn						
1-Acylglycerol-3P-stea						
1-Acylglycerol-3P-ol						
1-Acylglycerol-3P-lin						
1-Acylglycerol-3P-arach						
3-Oxostearoyl-ACP				C16219		
3-Hydroxystearoyl-ACP				C16220		
(2E)-Octadecenoyl-ACP				C16221		
Dihomo-gamma-linolenate	HOBAELRKJCKHQD-UHFFFAOYSA-N	53486	HMDB02925	C03242	5280581	LMFA01030158
4alpha-Methylzymosterol-4-carboxylate						
3-Keto-4-methylzymosterol	DBPZYKHQDWKORQ-MWEYQPRESA-N	50593	HMDB06838	C15816	24906328	LMST01010167
4alpha-Methylzymosterol	FOUJWBXBKVVHCJ-YIJYGBTNSA-N	1949	HMDB01217	C05103	22212495	LMST01010202
ATP-energy						
NADH-redox-potential						
NADPH-redox-potential						
FADH-redox-potential						
Proton-gradient						
activated-sulphur						
Adenosylmethioninamine-potential						
S-(hydroxymethyl)glutathione(1-)	PIUSLWSYOYFRFR-BQBZGAKWSA-N	48926	HMDB04662	C14180	447123	
THF-hexaglutamate						
Glycogenin-G7G1						
L-Oleoylcarnitine						
O-Propanoylcarnitine	UFAHZIUFPNSHSL-UHFFFAOYSA-N	28867	HMDB00824	C03017	107738	LMFA07070005
O-Butanoylcarnitine						
GM4-pool						
GM2-pool						
GM1-pool						
Zinc	PTFCDOFLOPIGGS-UHFFFAOYSA-N	29105	HMDB01303	C00038	32051	
caprate	GHVNFZFCNZKVNT-UHFFFAOYSA-N	30813	HMDB00511	C01571	2969	LMFA01010010
laurate	POULHZVOKOAJMA-UHFFFAOYSA-N	30805	HMDB00638	C02679	3893	LMFA01010012
20-hydroxy-arachidonate	NNDIXBJHNLFJJP-UHFFFAOYSA-N	34306			123803	
thromboxane-b2	XNRNNGPBEPRNAR-YLQJXANPSA-N	28728			41063	
reverse-triiodthyronine	HZCBWYNLGPIQRK-UHFFFAOYSA-N	28774			22069	
lithocholate	SMEROWZSTRWXGI-HVATVPOCSA-N	16325	HMDB00761	C03990	9903	LMST04010003
taurolithocholate	QBYUNVOYXHFVKC-GBURMNQMSA-N	36259	HMDB00722	C02592	439763	LMST05040003
glycolithocholate	XBSQTYHEGZTYJE-OETIFKLTSA-N	37998	HMDB00698	C15557	115245	LMST05030009
ursodeoxycholate						
tauroursodeoxycholate						
glycoursodeoxycholate						
sulfoglycolithocholate(2-)	FHXBAFXQVZOILS-OETIFKLTSA-N	9347			72222	
2-[(4R)-4-[(1S,2S,5R,7R,10R,11S,14R,15R)-2,15-dimethyl-5-(sulfonatooxy)tetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadecan-14-yl]pentanamido]ethane-1-sulfonate	HSNPMXROZIQAQD-GBURMNQMSA-N	17864	HMDB02580	C03642	440071	LMST05020003
glutathionyl-leuc4						
S-glutathionyl-2-4-dinitrobenzene						
S-glutathionyl-ethacrynic-acid						
prostaglandin A1(1-)	BGKHCLZFGPIKKU-OKZBNKHCSA-N	57398			26487	
prostaglandin-a2	MYHXHCUNDDAEOZ-OKZBNKHCSA-N	27820			99022	
prostaglandin-b1	YBHMPNRDOVPQIN-KRWDZBQOSA-N	27624	HMDB02982	C00959	114675	LMFA03010131
prostaglandin-b2	PRFXRIUZNKLRHM-KRWDZBQOSA-N	28099			114674	
prostaglandin C1(1-)	PUIBPGHAXSCVRF-ZWKOTPCHSA-N	57399				
prostaglandin-c2	CMBOTAQMTNMTBD-ZWKOTPCHSA-N	27555			440858	
prostaglandin-d1	CIMMACURCPXICP-MLHJIOFPSA-N	27696			205449	
prostaglandin-d3	ANOICLBSJIMQTA-MLHJIOFPSA-N	34939			656745	
prostaglandin-e3	CBOMORHDRONZRN-DODZYUBVSA-N	28031			123733	
prostaglandin-f1alpha	DZUXGQBLFALXCR-BRIYLRKRSA-N	28852			105061	
prostaglandin-f2beta	PXGPLTODNUVGFL-UURKPOQGSA-N	28922			439702	
prostaglandin-g2	SGUKUZOVHSFKPH-BRIYLRKRSA-N	27647				
sulfochenodeoxycholate						
mitoApo-ACP		16139				
mitoACP		13534				
Hexadecenal						
palmitoleyl-CoA(4-)	QBYOCCWNZAOZTL-BBECNAHFSA-N	61540				
palmitoleoyl-Carnitine						
linoleic-Carnitine						
trans,cis-octadeca-2,9-dienoyl-CoA						
(S)-3-hydroxyoleyleoyl-CoA						
3-oxooleoyl-CoA						
Malonyl-Carnitin						
